"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"1859671500";"Glorious Country: Food Crafts Decorating";"Liz Trigg";"1995";"Natl Book Network";"http://images.amazon.com/images/P/1859671500.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1859671500.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1859671500.01.LZZZZZZZ.jpg"
"0810935627";"Loving";"Charles Sullivan";"1992";"Harry N Abrams";"http://images.amazon.com/images/P/0810935627.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0810935627.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0810935627.01.LZZZZZZZ.jpg"
"0060928336";"Divine Secrets of the Ya-Ya Sisterhood: A Novel";"Rebecca Wells";"1997";"Perennial";"http://images.amazon.com/images/P/0060928336.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060928336.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060928336.01.LZZZZZZZ.jpg"
"0671003755";"She's Come Undone (Oprah's Book Club (Paperback))";"Wally Lamb";"1996";"Washington Square Press";"http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg"
"0553268449";"JITTERBUG PERFUME";"TOM ROBBINS";"1985";"Bantam";"http://images.amazon.com/images/P/0553268449.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553268449.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553268449.01.LZZZZZZZ.jpg"
"0684844729";"STONES FROM THE RIVER";"Ursula Hegi";"1997";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684844729.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684844729.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684844729.01.LZZZZZZZ.jpg"
"0395051649";"Clarissa (abridged)";"Samuel Richardson";"1962";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0395051649.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395051649.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395051649.01.LZZZZZZZ.jpg"
"0375705228";"Italian Fever: A Novel";"Valerie Martin";"2000";"Vintage Books USA";"http://images.amazon.com/images/P/0375705228.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375705228.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375705228.01.LZZZZZZZ.jpg"
"038001503X";"One Hundred Years of Solitude";"Gabriel Garcia Marquez";"1970";"Avon Books";"http://images.amazon.com/images/P/038001503X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038001503X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038001503X.01.LZZZZZZZ.jpg"
"0835607860";"The Illustrated Encyclopedia of Buddhist Wisdom";"Gill Farrer-Halls";"2000";"Quest Books";"http://images.amazon.com/images/P/0835607860.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0835607860.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0835607860.01.LZZZZZZZ.jpg"
"158574218X";"Common Phrases: And Where They Come From";"John Mordock";"2001";"The Lyons Press";"http://images.amazon.com/images/P/158574218X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/158574218X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/158574218X.01.LZZZZZZZ.jpg"
"0806996021";"Notions And Potions: A Safe, Practical Guide To Creating Magic &amp; Miracles";"Susan Bowes";"1997";"Sterling Publishing";"http://images.amazon.com/images/P/0806996021.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0806996021.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0806996021.01.LZZZZZZZ.jpg"
"0440215625";"Dragonfly in Amber";"DIANA GABALDON";"1993";"Dell";"http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg"
"0316777730";"Naked";"David Sedaris";"1998";"Back Bay Books";"http://images.amazon.com/images/P/0316777730.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316777730.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316777730.01.LZZZZZZZ.jpg"
"0375501851";"White Teeth";"Zadie Smith";"2000";"Random House";"http://images.amazon.com/images/P/0375501851.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375501851.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375501851.01.LZZZZZZZ.jpg"
"0877733759";"Writing Down the Bones";"NATALIE GOLDBERG";"1986";"Shambhala";"http://images.amazon.com/images/P/0877733759.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0877733759.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0877733759.01.LZZZZZZZ.jpg"
"0805019367";"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)";"Sue Grafton";"1994";"Henry Holt &amp; Company";"http://images.amazon.com/images/P/0805019367.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0805019367.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0805019367.01.LZZZZZZZ.jpg"
"0140070206";"Ironweed";"William J. Kennedy";"1989";"Penguin Books";"http://images.amazon.com/images/P/0140070206.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140070206.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140070206.01.LZZZZZZZ.jpg"
"0140236589";"Swimming in the Volcano: A Novel";"Bob Shacochis";"1994";"Penguin Books";"http://images.amazon.com/images/P/0140236589.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140236589.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140236589.01.LZZZZZZZ.jpg"
"0140042393";"The Grapes of Wrath";"John Steinbeck";"1976";"Penguin USA";"http://images.amazon.com/images/P/0140042393.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140042393.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140042393.01.LZZZZZZZ.jpg"
"1590520653";"The Grace and Truth Paradox: Responding with Christlike Balance";"Randy Alcorn";"2003";"Multnomah";"http://images.amazon.com/images/P/1590520653.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1590520653.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1590520653.01.LZZZZZZZ.jpg"
"1590521994";"The Best Thing I Ever Did for My Marriage : 50 Real Life Stories";"Nancy Cobb";"2003";"Multnomah";"http://images.amazon.com/images/P/1590521994.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1590521994.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1590521994.01.LZZZZZZZ.jpg"
"3446202218";"Kreutzersonate. Eine Liebesgeschichte";"Margriet de Moor";"2002";"Hanser";"http://images.amazon.com/images/P/3446202218.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3446202218.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3446202218.01.LZZZZZZZ.jpg"
"3499134446";"Tollivers Reisen. Stadtgeschichten IV.";"Armistead Maupin";"1995";"Rowohlt Tb.";"http://images.amazon.com/images/P/3499134446.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3499134446.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3499134446.01.LZZZZZZZ.jpg"
"067142517X";"HOW TO WIN FRIENDS, REVISED";"Dale Carnegie";"1981";"Simon &amp; Schuster";"http://images.amazon.com/images/P/067142517X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067142517X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067142517X.01.LZZZZZZZ.jpg"
"0671726889";"CUCKOO'S EGG";"Clifford Stoll";"1990";"Pocket";"http://images.amazon.com/images/P/0671726889.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671726889.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671726889.01.LZZZZZZZ.jpg"
"0446601241";"Kiss the Girls";"James Patterson";"1995";"Warner Books";"http://images.amazon.com/images/P/0446601241.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446601241.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446601241.01.LZZZZZZZ.jpg"
"0451124340";"Different Seasons";"Stephen King";"1983";"Penguin Putnam~mass";"http://images.amazon.com/images/P/0451124340.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451124340.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451124340.01.LZZZZZZZ.jpg"
"0345384466";"The Witching Hour (Lives of the Mayfair Witches)";"ANNE RICE";"1993";"Ballantine Books";"http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg"
"0446604801";"Jack &amp; Jill (Alex Cross Novels)";"James Patterson";"1997";"Warner Books";"http://images.amazon.com/images/P/0446604801.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg"
"0345422392";"Vittorio the Vampire: New Tales of the Vampires";"Anne Rice";"2001";"Ballantine Books";"http://images.amazon.com/images/P/0345422392.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345422392.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345422392.01.LZZZZZZZ.jpg"
"0679734775";"The House on Mango Street (Vintage Contemporaries)";"SANDRA CISNEROS";"1991";"Vintage";"http://images.amazon.com/images/P/0679734775.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679734775.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679734775.01.LZZZZZZZ.jpg"
"0440414717";"My Life in Dog Years";"Gary Paulsen";"1999";"Yearling Books";"http://images.amazon.com/images/P/0440414717.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440414717.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440414717.01.LZZZZZZZ.jpg"
"0689715625";"Black Gold";"Marguerite Henry";"1992";"Aladdin";"http://images.amazon.com/images/P/0689715625.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0689715625.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0689715625.01.LZZZZZZZ.jpg"
"0812539389";"Red Unicorn (Tor Fantasy)";"Tanith Lee";"1998";"Tor Books";"http://images.amazon.com/images/P/0812539389.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812539389.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812539389.01.LZZZZZZZ.jpg"
"0152013369";"The Silent Storm: Scholastic Edition";"Sherry Garland";"1996";"Harcourt";"http://images.amazon.com/images/P/0152013369.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0152013369.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0152013369.01.LZZZZZZZ.jpg"
"0425124819";"Black Rainbow";"Barbara Michaels";"1994";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425124819.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425124819.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425124819.01.LZZZZZZZ.jpg"
"0345409469";"The Demon-Haunted World: Science As a Candle in the Dark";"Carl Sagan";"1997";"Ballantine Books";"http://images.amazon.com/images/P/0345409469.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345409469.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345409469.01.LZZZZZZZ.jpg"
"1558747346";"Teen Love:  On Relationships, A Book for Teenagers";"Kimberly Kirberger";"1999";"Health Communications";"http://images.amazon.com/images/P/1558747346.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1558747346.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1558747346.01.LZZZZZZZ.jpg"
"0373250177";"On The Verge (Red Dress Ink (Paperback))";"Ariella Papa";"2002";"Red Dress Ink";"http://images.amazon.com/images/P/0373250177.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373250177.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373250177.01.LZZZZZZZ.jpg"
"0763615382";"Chaser: A Novel in E-Mails";"Michael J. Rosen";"2002";"Candlewick Press (MA)";"http://images.amazon.com/images/P/0763615382.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0763615382.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0763615382.01.LZZZZZZZ.jpg"
"0965975401";"Cool Women";"Dawn Chipman";"1997";"Girl Press";"http://images.amazon.com/images/P/0965975401.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0965975401.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0965975401.01.LZZZZZZZ.jpg"
"0141001771";"Welcome to My Planet: Where English Is Sometimes Spoken";"Shannon Olson";"2001";"Penguin Books";"http://images.amazon.com/images/P/0141001771.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0141001771.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0141001771.01.LZZZZZZZ.jpg"
"068930935X";"A STRING OF CHANCES (String of Chances Nrf)";"Phyllis Reynolds Naylor";"1982";"Atheneum";"http://images.amazon.com/images/P/068930935X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/068930935X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/068930935X.01.LZZZZZZZ.jpg"
"0451523369";"Frankenstein Or, the Modern Prometheus";"Mary Wollstonecraft Shelley";"1994";"Signet Book";"http://images.amazon.com/images/P/0451523369.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451523369.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451523369.01.LZZZZZZZ.jpg"
"0786884622";"World of Pies : A Novel";"Karen Stolz";"2001";"Hyperion";"http://images.amazon.com/images/P/0786884622.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786884622.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786884622.01.LZZZZZZZ.jpg"
"0449005569";"Love: A User's Guide";"CLARE NAYLOR";"1999";"Ballantine Books";"http://images.amazon.com/images/P/0449005569.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449005569.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449005569.01.LZZZZZZZ.jpg"
"0671027344";"The Perks of Being a Wallflower";"Stephen Chbosky";"1999";"MTV";"http://images.amazon.com/images/P/0671027344.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671027344.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671027344.01.LZZZZZZZ.jpg"
"8885989632";"Patapim e patapam (Le formiche)";"Antonio Albanese";"1994";"Baldini&amp;Castoldi";"http://images.amazon.com/images/P/8885989632.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8885989632.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8885989632.01.LZZZZZZZ.jpg"
"0786927089";"Dragons of Summer Flame";"Margaret Weis";"2002";"Wizards of the Coast";"http://images.amazon.com/images/P/0786927089.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786927089.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786927089.01.LZZZZZZZ.jpg"
"0684831058";"DANCING AT THE RASCAL FAIR";"Ivan Doig";"1996";"Scribner";"http://images.amazon.com/images/P/0684831058.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684831058.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684831058.01.LZZZZZZZ.jpg"
"006019491X";"Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover))";"Isabel Allende";"1999";"HarperCollins";"http://images.amazon.com/images/P/006019491X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg"
"0684819066";"A Beautiful Mind : A Biography of John Forbes Nash, Jr.";"Sylvia Nasar";"1998";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684819066.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684819066.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684819066.01.LZZZZZZZ.jpg"
"0375420673";"The Bridegroom: Stories (Great Reads)";"Ha Jin";"2000";"Pantheon Books";"http://images.amazon.com/images/P/0375420673.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375420673.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375420673.01.LZZZZZZZ.jpg"
"0140368558";"Kiss the Dust";"Elizabeth Laird";"1994";"Puffin Books";"http://images.amazon.com/images/P/0140368558.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140368558.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140368558.01.LZZZZZZZ.jpg"
"0395353416";"Slippage: Previously Poised, Previously Uncollected Stories";"Harlan Ellison";"1997";"Houghton Mifflin";"http://images.amazon.com/images/P/0395353416.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395353416.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395353416.01.LZZZZZZZ.jpg"
"0066211611";"Portrait in Sepia";"Isabel Allende";"2001";"HarperCollins Publishers";"http://images.amazon.com/images/P/0066211611.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0066211611.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0066211611.01.LZZZZZZZ.jpg"
"0312254164";"The Pilgrimage Road to Santiago : The Complete Cultural Handbook";"David M. Gitlitz";"2000";"St. Martin's Griffin";"http://images.amazon.com/images/P/0312254164.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312254164.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312254164.01.LZZZZZZZ.jpg"
"3453147243";"Der Magier. Der Erbe der Nacht.";"Wolfgang Hohlbein";"1999";"Heyne";"http://images.amazon.com/images/P/3453147243.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453147243.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453147243.01.LZZZZZZZ.jpg"
"3746611229";"Der fremde Freund. (Drachenblut).";"Christoph Hein";"1982";"Aufbau Tb";"http://images.amazon.com/images/P/3746611229.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3746611229.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3746611229.01.LZZZZZZZ.jpg"
"3492229336";"Die Meute der Erben.";"Gaby Hauptmann";"1999";"Piper";"http://images.amazon.com/images/P/3492229336.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3492229336.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3492229336.01.LZZZZZZZ.jpg"
"3453177800";"Ein Mann f�?¼r jede Gelegenheit.";"Carolyn See";"2001";"Heyne";"http://images.amazon.com/images/P/3453177800.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453177800.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453177800.01.LZZZZZZZ.jpg"
"3423009152";"Der Geteilte Himmel";"Christa Wolf";"0";"Deutscher Taschenbuch Verlag";"http://images.amazon.com/images/P/3423009152.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3423009152.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3423009152.01.LZZZZZZZ.jpg"
"3596133319";"Helden wie wir.";"Thomas Brussig";"1998";"Fischer (Tb.), Frankfurt";"http://images.amazon.com/images/P/3596133319.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3596133319.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3596133319.01.LZZZZZZZ.jpg"
"3822813397";"Schamanismus. Reisen der Seele. Magische Kr�?¤fte. Ekstase und Heilung.";"Piers Vitebsky";"2001";"Taschen Verlag";"http://images.amazon.com/images/P/3822813397.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3822813397.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3822813397.01.LZZZZZZZ.jpg"
"3426871874";"Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.";"Christopher Weidner";"2003";"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.";"http://images.amazon.com/images/P/3426871874.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3426871874.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3426871874.01.LZZZZZZZ.jpg"
"3453171977";"Das Meer und kleine Fische.";"Terry Pratchett";"2000";"Heyne";"http://images.amazon.com/images/P/3453171977.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453171977.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453171977.01.LZZZZZZZ.jpg"
"3423620005";"Sofies Welt. Roman �?¼ber die Geschichte der Philosophie.";"Jostein Gaarder";"1999";"Dtv";"http://images.amazon.com/images/P/3423620005.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3423620005.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3423620005.01.LZZZZZZZ.jpg"
"034537522X";"The Book of Lost Tales 2 (The History of Middle-Earth - Volume 2)";"J.R.R. TOLKIEN";"1992";"Del Rey";"http://images.amazon.com/images/P/034537522X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/034537522X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/034537522X.01.LZZZZZZZ.jpg"
"0345375211";"The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1)";"J. R. R. Tolkien";"1992";"Del Rey Books";"http://images.amazon.com/images/P/0345375211.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345375211.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345375211.01.LZZZZZZZ.jpg"
"034545829X";"Waking Up Screaming: Haunting Tales of Terror";"H. P. Lovecraft";"2003";"Del Rey Books";"http://images.amazon.com/images/P/034545829X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/034545829X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/034545829X.01.LZZZZZZZ.jpg"
"0140042520";"Dharma Bums";"Jack Kerouac";"1991";"Penguin Books";"http://images.amazon.com/images/P/0140042520.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140042520.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140042520.01.LZZZZZZZ.jpg"
"0380789035";"American Gods";"Neil Gaiman";"2002";"HarperTorch";"http://images.amazon.com/images/P/0380789035.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380789035.01.LZZZZZZZ.jpg"
"0446677574";"Just Here Trying to Save a Few Lives : Tales of Life and Death from the ER";"Pamela Grim";"2002";"Warner Books";"http://images.amazon.com/images/P/0446677574.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446677574.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446677574.01.LZZZZZZZ.jpg"
"0345358791";"2061: Odyssey Three";"Arthur C. Clarke";"1991";"Del Rey Books";"http://images.amazon.com/images/P/0345358791.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345358791.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345358791.01.LZZZZZZZ.jpg"
"0060964049";"Tales of the City (Tales of the City Series, V. 1)";"Armistead Maupin";"1989";"Perennial";"http://images.amazon.com/images/P/0060964049.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060964049.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060964049.01.LZZZZZZZ.jpg"
"0380558483";"Pigeon";"Jay Bennett";"1983";"Harpercollins Juvenile Books";"http://images.amazon.com/images/P/0380558483.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380558483.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380558483.01.LZZZZZZZ.jpg"
"1558171398";"Deadly Sleep";"John Applegate";"1988";"Pinnacle Books";"http://images.amazon.com/images/P/1558171398.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1558171398.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1558171398.01.LZZZZZZZ.jpg"
"0425121046";"Demon Night";"J. Michael Straczynski";"1990";"Berkley Pub Group";"http://images.amazon.com/images/P/0425121046.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425121046.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425121046.01.LZZZZZZZ.jpg"
"0441317502";"Harp and the Blade";"John Myers Myers";"1985";"Ace Books";"http://images.amazon.com/images/P/0441317502.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441317502.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441317502.01.LZZZZZZZ.jpg"
"0804102279";"The World, the Flesh and the Devil";"Reay Tannahill";"1988";"Ivy Books";"http://images.amazon.com/images/P/0804102279.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0804102279.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0804102279.01.LZZZZZZZ.jpg"
"0812551389";"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)";"Jack Whyte";"1996";"Forge";"http://images.amazon.com/images/P/0812551389.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812551389.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812551389.01.LZZZZZZZ.jpg"
"0345298985";"One Tree (Donaldson, Stephen R. Second Chronicles of Thomas Covenant, Bk. 2.)";"Stephen R. Donaldson";"1982";"Ballantine Books";"http://images.amazon.com/images/P/0345298985.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345298985.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345298985.01.LZZZZZZZ.jpg"
"0345316991";"White Gold Wielder Chronicles 3 (Second Chronicles of Thomas Covenant)";"Stephen R Donaldson";"1984";"Ballantine Books";"http://images.amazon.com/images/P/0345316991.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345316991.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345316991.01.LZZZZZZZ.jpg"
"034531042X";"Wounded Land (Second Chronicles of Thomas Covenant)";"Stephen R. Donaldson";"1981";"Del Rey Books";"http://images.amazon.com/images/P/034531042X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/034531042X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/034531042X.01.LZZZZZZZ.jpg"
"0345310306";"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book Three)";"Stephen R. Donaldson";"1979";"Del Rey Books";"http://images.amazon.com/images/P/0345310306.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345310306.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345310306.01.LZZZZZZZ.jpg"
"0345310292";"Illearth War / Thomas Covenant #02 (Chronicles of Thomas Covenant the Unbeliever)";"Stephen Donaldson";"1978";"Ballantine Books";"http://images.amazon.com/images/P/0345310292.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345310292.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345310292.01.LZZZZZZZ.jpg"
"034531011X";"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book One)";"Stephen R. Donaldson";"1978";"Del Rey Books";"http://images.amazon.com/images/P/034531011X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/034531011X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/034531011X.01.LZZZZZZZ.jpg"
